RS,TAZ
7423,11323
7424,10456
7425,10456
7426,10455
7427,10104
7428,10096
7429,10103
7430,10452
7431,10452
7432,10452
7433,11329
7434,11331
7435,11331
7436,11359
7437,11325
7438,11354
7439,11334
7440,11334
7441,11334
7442,11354
7443,11337
7444,11336
7445,11340
7446,11340
7447,11340
7448,10295
7449,10295
7450,10326
7451,10325
7452,10325
7453,10323
7454,11615
7455,11618
7456,11618
7457,10327
7458,10327
7459,10328
7460,10323
7461,10323
7462,10321
7463,10318
7464,10319
7465,10320
7466,10319
7467,10333
7468,10333
7469,10206
7470,10183
7471,10183
7472,10187
7473,10188
7474,10999
7475,10490
7476,10490
7477,10501
7478,10501
7479,10503
7480,10503
7481,10984
7482,10985
7483,10986
7484,10979
7485,10979
7486,10994
7487,10988
7488,10989
7489,10991
7490,10995
7491,10995
7492,10995
7493,10991
7494,10992
7495,11023
7496,10500
7497,10500
7498,10500
7499,10964
7500,10969
7501,11018
7502,10537
7503,10537
7504,10538
7505,11017
7506,11022
7507,11016
7508,11022
7509,11023
7510,11019
7511,11021
7512,11019
7513,11003
7514,11002
7515,11003
7516,10529
7517,11362
7518,11362
7519,11362
7520,11363
7521,11356
7522,11364
7523,11363
7524,11363
7525,11363
7526,11356
7527,11379
7528,11364
7529,347
7530,347
7531,354
7532,11956
7533,11955
7534,11966
7535,11064
7536,11077
7537,11072
7538,11077
7539,11081
7540,11080
7541,483
7542,474
7543,474
7544,474
7545,474
7546,474
7547,474
7548,474
7549,476
7550,476
7551,476
7552,476
7553,477
7554,473
7555,473
7556,473
7557,473
7558,479
7559,10865
7560,10343
7561,10343
7562,383
7563,383
7564,383
7565,388
7566,388
7567,388
7568,310
7569,310
7570,310
7571,10645
7572,10645
7573,10672
7574,10680
7575,10652
7576,10652
7577,10650
7578,10651
7579,10651
7580,10767
7581,10767
7582,10769
7583,10783
7584,10783
7585,10783
7586,10770
7587,10772
7588,10777
7589,10788
7590,10788
7591,10790
7592,10797
7593,10797
7594,10798
7595,10792
7596,10793
7597,10803
7598,10804
7599,10805
7600,10807
7601,10806
7602,10802
7603,10814
7604,10817
7605,10815
7606,10831
7607,10836
7608,10836
7609,10852
7610,10836
7611,10837
7612,10840
7613,10144
7614,10145
7615,10144
7616,10140
7617,10141
7618,10137
7619,11664
7620,10139
7621,11664
7622,10150
7623,10162
7624,10150
7625,10160
7626,10165
7627,10157
7628,10164
7629,10158
7630,10158
7631,11654
7632,10155
7633,10023
7634,10029
7635,10029
7636,10025
7637,10024
7638,10023
7639,10024
7640,10039
7641,10041
7642,10041
7643,10136
7644,10051
7645,10063
7646,11661
7647,11660
7648,10059
7649,10067
7650,10068
7651,10068
7652,10008
7653,10047
7654,11658
7655,10044
7656,11659
7657,11659
7658,10073
7659,10075
7660,10075
7661,10080
7662,10076
7663,10087
7664,10077
7665,10075
7666,10095
7667,10093
7668,10095
7669,10098
7670,10505
7671,10506
7672,10514
7673,10518
7674,10519
7675,10519
7676,10513
7677,10513
7678,10513
7679,10563
7680,10563
7681,10558
7682,10561
7683,10562
7684,10562
7685,10562
7686,10558
7687,10559
7688,11677
7689,10559
7690,10576
7691,10524
7692,10525
7693,10549
7694,10550
7695,10550
7696,10550
7697,10545
7698,10540
7699,10546
7700,10554
7701,10547
7702,10547
7703,10546
7704,10541
7705,10541
7706,10588
7707,10591
7708,10591
7709,10578
7710,10581
7711,10583
7712,10581
7713,11679
7714,10582
7715,10584
7716,10584
7717,10584
7718,10588
7719,10588
7720,10589
7721,10591
7722,10591
7723,10593
7724,10594
7725,10594
7726,10595
7727,474
7728,474
7729,474
7730,472
7731,472
7732,472
7733,10198
7734,10481
7735,10477
7736,10034
7737,10034
7738,10001
7739,11951
7740,11953
7741,11952
7742,10567
7743,10567
7744,10568
7745,10745
7746,10746
7747,10746
7748,11652
7749,10167
7750,10164
7751,10954
7752,10954
7753,10954
7754,10798
7755,10792
7756,10803
7757,10027
7758,11655
7759,11655
7760,10017
7761,10014
7762,11651
7763,10505
7764,10505
7765,10505
7766,10197
7767,10481
7768,10481
7769,10481
7770,10483
7771,10483
7772,10481
7773,10483
7774,10477
7775,10744
7776,10744
7777,10749
7778,10845
7779,10749
7780,10846
7781,10160
7782,10163
7783,10163
7784,10035
7785,10036
7786,10034
7787,10069
7788,10071
7789,10071
7790,10454
7791,10454
7792,10454
7793,10148
7794,10027
7795,10027
7796,10030
7797,10035
7798,10034
7799,10033
7800,10034
7801,10007
7802,10465
7803,10567
7804,10565
7805,10565
7806,10565
7807,10568
7808,10567
7809,10566
7810,10566
7811,10745
7812,10745
7813,10745
7814,10844
7815,10844
7816,10846
7817,11668
7818,10477
7819,10477
7820,10196
7821,11669
7822,10202
7823,11668
7824,11668
7825,10181
7826,10176
7827,10176
7828,10176
7829,10167
7830,11653
7831,10158
7832,10150
7833,10151
7834,10153
7835,10049
7836,10007
7837,10052
7838,11660
7839,10052
7840,10017
7841,10067
7842,10068
7843,10069
7844,10007
7845,11646
7846,10005
7847,10027
7848,10027
7849,10035
7850,11648
7851,10020
7852,10019
7853,11652
7854,10176
7855,11652
7856,10008
7857,10008
7858,10009
7859,10001
7860,10002
7861,10002
7862,10027
7863,10028
7864,10027
7865,10009
7866,10011
7867,10012
7868,10015
7869,10016
7870,10016
7871,10744
7872,10749
7873,10749
7874,10035
7875,10035
7876,10035
7877,10018
7878,10019
7879,10069
7880,10565
7881,10567
7882,10565
7883,11668
7884,11668
7885,11668
7886,10202
7887,10202
7888,10202
7889,11668
7890,11668
7891,11668
7892,10176
7893,10176
7894,10176
7895,10052
7896,11650
7897,10017
7898,10059
7899,10017
7900,11649
7901,10067
7902,10067
7903,10067
7904,11649
7905,11649
7906,10069
7907,10007
7908,10006
7909,10007
